disease_type,hsa-let-7a-2,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g,hsa-let-7i,hsa-mir-100,hsa-mir-101-2,hsa-mir-103a-1,hsa-mir-103a-2,hsa-mir-106a,hsa-mir-106b,hsa-mir-107,hsa-mir-10a,hsa-mir-10b,hsa-mir-1180,hsa-mir-1181,hsa-mir-1224,hsa-mir-1226,hsa-mir-1228,hsa-mir-1229,hsa-mir-1245a,hsa-mir-1247,hsa-mir-1248,hsa-mir-1249,hsa-mir-1251,hsa-mir-1255a,hsa-mir-1258,hsa-mir-125a,hsa-mir-125b-1,hsa-mir-125b-2,hsa-mir-126,hsa-mir-1262,hsa-mir-1266,hsa-mir-1269a,hsa-mir-127,hsa-mir-1270,hsa-mir-1271,hsa-mir-1275,hsa-mir-1277,hsa-mir-128-1,hsa-mir-128-2,hsa-mir-1284,hsa-mir-1287,hsa-mir-1288,hsa-mir-129-1,hsa-mir-129-2,hsa-mir-1291,hsa-mir-1292,hsa-mir-1294,hsa-mir-1295a,hsa-mir-1296,hsa-mir-1301,hsa-mir-1304,hsa-mir-1306,hsa-mir-1307,hsa-mir-130a,hsa-mir-130b,hsa-mir-132,hsa-mir-133b,hsa-mir-134,hsa-mir-1343,hsa-mir-135a-2,hsa-mir-135b,hsa-mir-136,hsa-mir-138-1,hsa-mir-138-2,hsa-mir-139,hsa-mir-140,hsa-mir-141,hsa-mir-142,hsa-mir-143,hsa-mir-144,hsa-mir-145,hsa-mir-1468,hsa-mir-146a,hsa-mir-146b,hsa-mir-147b,hsa-mir-148a,hsa-mir-148b,hsa-mir-149,hsa-mir-150,hsa-mir-151a,hsa-mir-151b,hsa-mir-152,hsa-mir-1538,hsa-mir-154,hsa-mir-155,hsa-mir-15a,hsa-mir-15b,hsa-mir-16-1,hsa-mir-16-2,hsa-mir-17,hsa-mir-181a-2,hsa-mir-181b-2,hsa-mir-181c,hsa-mir-181d,hsa-mir-182,hsa-mir-183,hsa-mir-184,hsa-mir-185,hsa-mir-186,hsa-mir-187,hsa-mir-188,hsa-mir-18a,hsa-mir-18b,hsa-mir-190a,hsa-mir-190b,hsa-mir-191,hsa-mir-192,hsa-mir-193a,hsa-mir-193b,hsa-mir-195,hsa-mir-196a-1,hsa-mir-196b,hsa-mir-197,hsa-mir-1976,hsa-mir-199b,hsa-mir-19a,hsa-mir-19b-1,hsa-mir-19b-2,hsa-mir-200a,hsa-mir-200b,hsa-mir-200c,hsa-mir-202,hsa-mir-203a,hsa-mir-203b,hsa-mir-204,hsa-mir-205,hsa-mir-206,hsa-mir-20a,hsa-mir-20b,hsa-mir-21,hsa-mir-210,hsa-mir-2110,hsa-mir-2114,hsa-mir-2116,hsa-mir-212,hsa-mir-214,hsa-mir-215,hsa-mir-216a,hsa-mir-217,hsa-mir-218-1,hsa-mir-218-2,hsa-mir-219a-1,hsa-mir-219b,hsa-mir-22,hsa-mir-221,hsa-mir-222,hsa-mir-223,hsa-mir-224,hsa-mir-2277,hsa-mir-2355,hsa-mir-23a,hsa-mir-23b,hsa-mir-24-1,hsa-mir-24-2,hsa-mir-25,hsa-mir-26a-1,hsa-mir-26a-2,hsa-mir-26b,hsa-mir-27a,hsa-mir-27b,hsa-mir-28,hsa-mir-296,hsa-mir-299,hsa-mir-29a,hsa-mir-29b-1,hsa-mir-29b-2,hsa-mir-29c,hsa-mir-301a,hsa-mir-301b,hsa-mir-3064,hsa-mir-3065,hsa-mir-3074,hsa-mir-30a,hsa-mir-30b,hsa-mir-30c-1,hsa-mir-30c-2,hsa-mir-30d,hsa-mir-30e,hsa-mir-31,hsa-mir-3117,hsa-mir-3127,hsa-mir-3129,hsa-mir-3136,hsa-mir-3150b,hsa-mir-3157,hsa-mir-3170,hsa-mir-3173,hsa-mir-3187,hsa-mir-3191,hsa-mir-3193,hsa-mir-3194,hsa-mir-32,hsa-mir-3200,hsa-mir-320a,hsa-mir-323a,hsa-mir-323b,hsa-mir-324,hsa-mir-326,hsa-mir-328,hsa-mir-330,hsa-mir-331,hsa-mir-335,hsa-mir-337,hsa-mir-338,hsa-mir-339,hsa-mir-33a,hsa-mir-33b,hsa-mir-340,hsa-mir-342,hsa-mir-345,hsa-mir-34a,hsa-mir-34b,hsa-mir-34c,hsa-mir-3605,hsa-mir-3609,hsa-mir-361,hsa-mir-3610,hsa-mir-3613,hsa-mir-3614,hsa-mir-3615,hsa-mir-3619,hsa-mir-362,hsa-mir-363,hsa-mir-3651,hsa-mir-3652,hsa-mir-365a,hsa-mir-365b,hsa-mir-3662,hsa-mir-3664,hsa-mir-3677,hsa-mir-3678,hsa-mir-3682,hsa-mir-3684,hsa-mir-369,hsa-mir-3691,hsa-mir-370,hsa-mir-374a,hsa-mir-374b,hsa-mir-375,hsa-mir-376a-2,hsa-mir-376b,hsa-mir-376c,hsa-mir-377,hsa-mir-378a,hsa-mir-378c,hsa-mir-379,hsa-mir-380,hsa-mir-381,hsa-mir-382,hsa-mir-3909,hsa-mir-3912,hsa-mir-3917,hsa-mir-3922,hsa-mir-3928,hsa-mir-3934,hsa-mir-3940,hsa-mir-3941,hsa-mir-3942,hsa-mir-3944,hsa-mir-409,hsa-mir-410,hsa-mir-411,hsa-mir-412,hsa-mir-421,hsa-mir-423,hsa-mir-424,hsa-mir-425,hsa-mir-429,hsa-mir-431,hsa-mir-432,hsa-mir-4326,hsa-mir-433,hsa-mir-4423,hsa-mir-4442,hsa-mir-4443,hsa-mir-4449,hsa-mir-4473,hsa-mir-449a,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-450b,hsa-mir-451a,hsa-mir-452,hsa-mir-4521,hsa-mir-454,hsa-mir-455,hsa-mir-4636,hsa-mir-4638,hsa-mir-4640,hsa-mir-4645,hsa-mir-4660,hsa-mir-4661,hsa-mir-4662a,hsa-mir-4664,hsa-mir-4668,hsa-mir-4676,hsa-mir-4677,hsa-mir-4685,hsa-mir-4707,hsa-mir-4709,hsa-mir-4714,hsa-mir-4724,hsa-mir-4728,hsa-mir-4732,hsa-mir-4742,hsa-mir-4746,hsa-mir-4762,hsa-mir-4766,hsa-mir-4772,hsa-mir-4781,hsa-mir-4784,hsa-mir-4786,hsa-mir-4787,hsa-mir-4791,hsa-mir-4797,hsa-mir-483,hsa-mir-484,hsa-mir-485,hsa-mir-487a,hsa-mir-487b,hsa-mir-489,hsa-mir-491,hsa-mir-493,hsa-mir-494,hsa-mir-495,hsa-mir-496,hsa-mir-497,hsa-mir-4999,hsa-mir-499a,hsa-mir-5000,hsa-mir-5001,hsa-mir-5003,hsa-mir-500a,hsa-mir-500b,hsa-mir-501,hsa-mir-5010,hsa-mir-502,hsa-mir-503,hsa-mir-504,hsa-mir-505,hsa-mir-508,hsa-mir-509-3,hsa-mir-5091,hsa-mir-511,hsa-mir-5187,hsa-mir-532,hsa-mir-539,hsa-mir-541,hsa-mir-542,hsa-mir-543,hsa-mir-545,hsa-mir-548au,hsa-mir-548aw,hsa-mir-548b,hsa-mir-548e,hsa-mir-548j,hsa-mir-548o,hsa-mir-548s,hsa-mir-548v,hsa-mir-550a-3,hsa-mir-551a,hsa-mir-551b,hsa-mir-552,hsa-mir-556,hsa-mir-5581,hsa-mir-5586,hsa-mir-561,hsa-mir-5683,hsa-mir-5684,hsa-mir-5687,hsa-mir-5696,hsa-mir-5698,hsa-mir-5699,hsa-mir-570,hsa-mir-5703,hsa-mir-5706,hsa-mir-574,hsa-mir-576,hsa-mir-577,hsa-mir-579,hsa-mir-580,hsa-mir-581,hsa-mir-582,hsa-mir-584,hsa-mir-585,hsa-mir-589,hsa-mir-590,hsa-mir-592,hsa-mir-598,hsa-mir-605,hsa-mir-607,hsa-mir-6125,hsa-mir-615,hsa-mir-616,hsa-mir-618,hsa-mir-624,hsa-mir-625,hsa-mir-627,hsa-mir-628,hsa-mir-629,hsa-mir-632,hsa-mir-636,hsa-mir-639,hsa-mir-642a,hsa-mir-643,hsa-mir-6501,hsa-mir-6502,hsa-mir-6503,hsa-mir-6509,hsa-mir-651,hsa-mir-6510,hsa-mir-6514,hsa-mir-6516,hsa-mir-652,hsa-mir-653,hsa-mir-654,hsa-mir-655,hsa-mir-656,hsa-mir-658,hsa-mir-659,hsa-mir-660,hsa-mir-664a,hsa-mir-664b,hsa-mir-665,hsa-mir-671,hsa-mir-6716,hsa-mir-6718,hsa-mir-6720,hsa-mir-6730,hsa-mir-6733,hsa-mir-6734,hsa-mir-675,hsa-mir-6755,hsa-mir-676,hsa-mir-6761,hsa-mir-6777,hsa-mir-6783,hsa-mir-6793,hsa-mir-6798,hsa-mir-6802,hsa-mir-6803,hsa-mir-6806,hsa-mir-6808,hsa-mir-6815,hsa-mir-6820,hsa-mir-6837,hsa-mir-6842,hsa-mir-6852,hsa-mir-6854,hsa-mir-6868,hsa-mir-6874,hsa-mir-6875,hsa-mir-6877,hsa-mir-6892,hsa-mir-7-1,hsa-mir-7-2,hsa-mir-708,hsa-mir-7156,hsa-mir-744,hsa-mir-758,hsa-mir-760,hsa-mir-765,hsa-mir-766,hsa-mir-767,hsa-mir-769,hsa-mir-7702,hsa-mir-7705,hsa-mir-7706,hsa-mir-7854,hsa-mir-874,hsa-mir-877,hsa-mir-885,hsa-mir-887,hsa-mir-889,hsa-mir-891a,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-92b,hsa-mir-93,hsa-mir-934,hsa-mir-935,hsa-mir-937,hsa-mir-939,hsa-mir-940,hsa-mir-942,hsa-mir-944,hsa-mir-95,hsa-mir-96,hsa-mir-98,hsa-mir-99a,hsa-mir-99b
3,1.36,6773.89,9272.83,622.52,1053.87,10.14,27.5,4155.53,2127.09,19284.08,0.19,0.42,2.16,91.17,170.75,120.5,8195.890000000001,58718.149999999994,19.04,0.0,0.0,0.84,0.06,0.06,0.06,27.369999999999997,0.19,5.49,1.8,0.39,0.32,7604.73,68.37,684.64,9459.75,0.39,0.32,2.39,2424.4100000000003,0.9,80.83,0.13,6.130000000000001,1.23,0.06,0.06,5.16,0.0,0.0,0.52,1.74,0.19,0.26,0.26,56.42,6.33,2.97,3.03,205.3,1129.24,29.31,83.86,40.48,19.04,0.58,15.56,0.77,237.06,0.45,0.06,60.42,740.5400000000001,8712.810000000001,820.54,405712.54000000004,52.67999999999999,15612.83,9.81,107.52000000000001,446.90000000000003,1.61,27604.89,1350.03,409.36,90.9,4195.3,46.93,452.59,0.13,8.59,262.94,438.85999999999996,110.64999999999999,0.32,8.52,196.79000000000002,53.97,0.06,1409.98,94.47,1922.41,479.86,3.62,20.59,2594.65,49.77,6.390000000000001,17.91,7.91,77.6,1.55,9580.14,984.0799999999999,256.1,275.27000000000004,1627.46,0.26,414.21999999999997,163.01,0.0,1812.04,45.76,1.03,0.0,625.18,1805.6299999999999,1584.45,0.71,133.82999999999998,0.13,595.0,8051.73,0.0,313.1,191.33,15059.57,81.35,4.26,1.74,0.71,9.690000000000001,114.08,11.65,1.23,1.09,0.58,0.13,0.13,0.39,19210.7,3609.24,1381.99,41.9,24.79,2.7199999999999998,9.23,775.58,4663.0599999999995,19.3,12.2,1279.28,1.36,6.97,9638.769999999999,1907.3,43409.72,3158.8,1.6099999999999999,9.03,3055.48,1.16,9.88,1590.72,164.26999999999998,9.33,0.12,18.009999999999998,0.39,26324.480000000003,3046.3,6.39,28.66,8576.109999999999,4866.67,98.58,2.13,0.26,0.39,0.06,0.0,1.17,0.0,0.13,0.13,0.0,0.0,0.19,45.059999999999995,3.16,416.39,2.58,1.1,72.75999999999999,26.28,79.34,8.52,96.9,194.26,10.98,146.81,97.22,17.3,17.69,388.19,676.7600000000001,66.56,342.60999999999996,7.42,40.410000000000004,3.48,0.0,350.66999999999996,0.0,37.25,0.25,6.71,0.0,79.48,1464.62,0.39,0.0,55.260000000000005,55.46,0.0,0.71,2.19,0.0,0.06,0.32,10.53,0.0,2.8400000000000003,614.6800000000001,295.49,8721.2,0.13,1.92,28.5,13.17,1742.4,44.67,8.42,0.71,157.32,6.26,4.0,7.29,0.0,0.06,0.19,0.06,0.13,0.0,0.06,0.0,85.47,35.830000000000005,149.49,0.5800000000000001,53.13,542.42,124.99000000000001,160.49,307.17,1.54,9.229999999999999,2.91,2.9699999999999998,0.8400000000000001,0.0,0.0,0.0,0.58,1.29,0.0,0.06,22.21,1862.56,26.6,7.17,109.3,219.82,0.32,0.19,0.0,0.97,0.0,0.13,5.68,0.19,0.06,0.0,3.36,0.45,0.0,0.06,0.06,0.06,0.58,0.12,0.13,0.77,0.06,0.13,0.13,0.38,0.0,0.65,0.06,0.06,0.0,1.03,174.69,5.029999999999999,1.6800000000000002,13.360000000000001,0.65,4.07,27.759999999999998,2.0,8.07,0.13,298.32,0.58,6.26,0.65,0.32,0.06,158.52,2.32,94.13000000000001,1.81,27.89,0.77,23.56,33.12,0.19,0.0,0.58,1.23,0.25,385.8,4.78,0.0,28.669999999999998,2.13,1.35,0.4,0.13,1.13,2.39,0.25,2.46,0.0,0.45,1.48,0.26,1.36,0.06,0.51,0.71,0.06,21.56,4.58,0.0,0.19,0.39,0.0,2.0,0.6799999999999999,0.0,0.19,722.04,6.2,1.55,0.06,0.8300000000000001,0.0,132.47,2.5100000000000002,2.51,18.2,24.53,1.16,51.07,0.38,0.0,0.06,0.19,0.97,0.19,0.9,4.9,1.67,12.07,14.200000000000001,0.0,0.0,0.0,0.9,0.26,0.25,0.19,0.5800000000000001,0.0,4.51,23.18,0.06,0.8400000000000001,63.46,0.5800000000000001,98.71,3.03,3.5500000000000003,0.0,2.38,267.59,106.52,4.6499999999999995,0.9,31.630000000000003,0.71,0.0,0.64,0.0,0.19,0.06,1.8699999999999999,0.06,1.22,0.19,0.0,0.0,0.0,0.0,0.45,0.19,0.0,0.0,0.13,0.06,0.45,0.71,0.39,0.0,0.45,0.19,0.0,0.19,0.0,14.4,0.32,14.270000000000001,0.0,56.55,4.07,1.94,0.0,6.26,0.39,162.88,0.0,2.71,6.52,0.06,64.10000000000001,2.97,0.06,28.21,18.07,2.71,0.84,0.0,439.91999999999996,479.73,1.42,0.26,0.32,0.45,0.77,0.19,6.65,6.6499999999999995,78.89,821.98,8022.36,11213.46
3,1.27,8091.03,10643.779999999999,876.62,1782.19,12.97,22.16,3996.44,2163.66,27369.61,0.06,0.52,2.46,90.01,199.26,116.32,19994.56,95727.51999999999,21.7,0.0,0.22,0.88,0.28,0.11,0.17,34.28,0.17,5.13,1.55,0.55,0.11,9966.81,48.03,767.61,9900.45,1.16,0.5,2.18,2446.63,0.88,144.8,0.44,4.58,1.82,0.0,0.11,4.75,0.06,0.28,0.77,1.21,0.22,0.28,0.17,48.14,9.16,3.37,3.37,146.29000000000002,986.16,38.7,110.96,41.15,16.56,1.0,19.21,3.31,165.12,0.17,0.06,80.87,522.1700000000001,11500.89,847.26,246987.02,49.519999999999996,19992.52,9.11,156.30999999999997,679.86,0.66,16093.84,1671.07,261.84000000000003,126.52,5492.91,65.01,439.06,0.17,8.940000000000001,145.3,410.05,133.65,0.33,9.33,204.29000000000002,47.31,0.11,1422.05,141.84,1825.31,898.27,2.37,20.59,3192.71,48.690000000000005,7.119999999999999,25.28,11.43,64.98,2.1,15393.66,924.85,255.81,325.98,2471.71,0.11,330.75,174.33999999999997,0.0,1646.57,40.59,0.77,0.06,644.2,2144.41,1882.1399999999999,1.32,178.36,0.72,477.21,10298.03,0.02,363.34000000000003,244.32,15900.59,69.22,5.08,1.76,0.55,17.61,134.92000000000002,16.32,1.49,0.77,1.1,0.06,0.0,0.34,18233.73,3612.4199999999996,1493.9199999999998,39.52,49.68,2.65,9.1,1104.35,5158.4800000000005,18.69,16.26,1366.1299999999999,1.6,5.52,8113.27,2484.44,39731.28,3443.76,2.15,9.16,2961.27,1.16,12.37,1494.27,118.97,9.16,0.77,12.36,0.61,29698.68,3636.23,8.0,24.4,10412.390000000001,4286.13,129.73,1.6,1.05,0.17,0.28,0.0,0.72,0.0,0.22,0.17,0.0,0.11,0.11,29.259999999999998,2.65,502.64,2.9,1.19,76.62,25.17,74.25,10.93,75.18,208.07,14.46,116.69999999999999,104.88,14.190000000000001,12.260000000000002,318.19,1161.71,78.73,323.71,3.53,19.259999999999998,5.74,0.17,419.82,0.0,23.909999999999997,0.16999999999999998,5.52,0.12,170.69,1356.74,0.06,0.0,59.949999999999996,59.949999999999996,0.0,0.88,2.15,0.0,0.0,0.22,8.0,0.11,2.3200000000000003,638.4,271.45,8815.43,0.22,2.15,22.44,14.25,2081.64,48.79,11.67,1.05,130.42000000000002,6.1899999999999995,5.35,5.74,0.06,0.0,0.28,0.11,0.11,0.0,0.06,0.06,95.06,43.5,119.65,0.66,54.15,373.51,86.16999999999999,202.76,288.44,1.1099999999999999,10.6,2.82,4.75,0.16999999999999998,0.0,0.0,0.06,0.55,0.99,0.0,0.28,16.67,2405.28,42.89,9.16,115.14999999999999,156.22,0.33,0.0,0.11,0.88,0.0,0.16999999999999998,2.29,0.11,0.06,0.0,5.3500000000000005,0.39,0.0,0.0,0.28,0.0,1.1,0.06,0.17,0.28,0.23,0.39,0.11,0.17,0.0,0.66,0.22,0.11,0.0,1.22,209.5,5.19,1.55,11.1,0.83,7.290000000000001,27.880000000000003,2.04,8.39,0.66,391.95,0.28,5.8,1.21,0.22,0.0,133.85,2.85,157.36,2.37,24.48,0.78,23.139999999999997,37.54,0.34,0.11,0.61,1.65,0.16999999999999998,247.15,5.08,0.11,19.32,2.82,0.94,0.44,0.33,0.9400000000000001,1.16,0.5,3.9400000000000004,0.06,0.22,1.49,0.17,0.88,0.0,0.22,0.83,0.0,22.58,1.77,0.06,0.06,0.22,0.0,1.5499999999999998,0.8500000000000001,0.0,0.39,1047.38,6.18,2.48,0.12,0.28,0.11,132.1,2.76,2.1,18.439999999999998,20.81,1.66,47.86,0.77,0.0,0.06,0.5,1.38,1.16,1.77,6.62,1.9300000000000002,13.190000000000001,13.86,0.0,0.17,0.06,2.32,0.11,0.55,0.28,0.94,0.0,3.53,43.45,0.22,0.66,63.26,0.44,105.27,2.48,3.1,0.0,2.43,224.63,123.43,5.130000000000001,1.66,38.97,1.77,0.0,0.33,0.28,0.17,0.28,1.3299999999999998,0.0,0.61,0.28,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.39,0.11,0.44,0.28,0.17,0.11,0.06,0.0,0.16999999999999998,0.11,0.12,17.89,0.28,18.990000000000002,0.0,67.24,4.75,2.87,0.06,8.34,0.22,151.7,0.0,2.1,8.34,0.06,77.9,3.81,0.0,37.65,14.9,5.85,0.77,0.0,797.78,495.95,0.77,0.33,0.06,0.12,1.16,0.16999999999999998,8.89,4.529999999999999,134.81,1117.28,11392.17,20478.910000000003
3,1.66,5774.52,11490.789999999999,722.28,1319.21,12.53,27.95,3624.5099999999998,2611.3599999999997,32479.39,0.0,0.36,3.32,62.980000000000004,229.55,143.04,13311.34,50189.52,20.15,0.0,0.51,0.94,0.14,0.0,0.0,22.240000000000002,0.29,6.86,1.01,0.0,0.72,7460.92,59.74,867.08,8909.91,1.01,0.22,14.34,3123.0499999999997,1.23,154.94,0.36,6.72,1.37,0.07,0.07,6.43,0.0,0.22,0.07,0.94,0.43,0.07,0.07,48.62,6.5,3.83,5.13,196.18,1398.3500000000001,23.11,101.56,45.29,35.900000000000006,0.5,6.86,9.530000000000001,305.19,0.14,0.0,62.12,666.27,8296.11,2163.08,335171.52,82.41,15630.66,6.93,567.53,1466.91,1.3,11938.16,1591.22,199.43,242.56,4411.629999999999,50.29,658.8,0.07,14.23,188.67,418.01,115.57,0.58,8.88,182.69,87.11,0.54,1801.81,149.81,1238.0600000000002,606.61,22.39,18.2,3285.94,72.23,9.1,42.4,9.24,72.01,1.81,12151.86,1305.8600000000001,222.47,284.09000000000003,2375.37,0.07,362.39000000000004,193.0,0.0,2555.32,48.379999999999995,1.37,0.07,485.55,1075.0800000000002,1129.3999999999999,2.02,142.95,0.51,970.92,7333.28,0.0,312.78000000000003,147.76999999999998,19604.98,49.48,3.39,4.55,0.29,11.7,215.76,19.03,1.45,0.43,1.08,0.0,0.14,0.14,15430.789999999999,3999.31,1553.22,65.01,37.05,2.96,7.22,1190.1699999999998,5318.5599999999995,25.35,17.48,1270.29,1.95,7.87,7946.540000000001,3040.33,44477.38,2823.37,1.16,12.42,3428.15,0.87,11.12,1641.26,209.15,11.38,1.01,8.67,0.51,35799.89,2539.22,6.07,29.33,8334.76,4185.6,131.32,1.44,0.51,0.29000000000000004,0.36,0.14,1.08,0.0,0.51,0.07,0.0,0.0,0.28,42.25,2.96,361.53,2.4499999999999997,1.23,75.92,34.09,73.53,11.99,99.03,258.15999999999997,21.82,147.78,88.27,13.65,14.23,422.92,1219.94,80.03999999999999,400.1,7.07,26.51,5.63,0.14,318.33,0.07,41.75,0.43,12.5,0.0,126.7,895.11,0.07,0.0,58.43,58.36,0.0,0.43,2.74,0.0,0.0,0.0,12.57,0.0,2.81,751.23,289.27,3005.02,0.43,3.0599999999999996,41.61,15.46,1568.3100000000002,44.68,17.22,0.72,178.2,9.39,3.61,8.38,0.22,0.0,0.36,0.14,0.22,0.0,0.29000000000000004,0.0,114.85,40.95,191.52,0.14,45.94,295.21000000000004,246.32,171.91,207.99,1.81,11.479999999999999,3.03,3.68,0.07,0.07,0.0,0.0,0.43,0.4,0.07,0.79,34.09,2684.89,42.76,3.32,112.75,242.20000000000002,0.94,0.22,0.07,1.4400000000000002,0.0,0.14,2.02,0.07,0.22,0.0,4.55,0.51,0.07,0.0,0.0,0.0,0.51,0.07,0.29,0.43,0.14,0.29000000000000004,0.21000000000000002,0.5800000000000001,0.0,0.58,0.36,0.07,0.07,3.25,184.12,6.22,1.95,19.5,1.52,3.7600000000000002,45.36,3.32,9.899999999999999,0.36,360.01,1.16,6.430000000000001,1.73,0.14,0.07,160.53,3.97,199.5,2.74,36.44,2.6,27.74,43.41,0.72,0.14,0.65,2.0300000000000002,0.36,450.8,5.12,2.5999999999999996,53.45,2.53,1.16,0.53,0.22,1.31,2.05,0.07,3.11,0.0,0.16,1.23,0.14,1.66,0.0,0.21000000000000002,0.36,0.0,19.86,9.46,0.0,0.0,0.29,0.0,1.44,0.18,0.0,0.0,1296.5,7.4399999999999995,1.52,0.0,0.5,0.07,95.13,1.66,2.67,13.5,29.25,1.01,35.18,0.5,0.0,0.0,0.51,1.08,0.0,2.81,6.9399999999999995,2.5300000000000002,16.97,16.75,0.0,0.07,0.0,1.8800000000000001,0.58,0.14,0.51,1.45,0.07,3.9,20.37,0.43,1.0899999999999999,58.15,2.2399999999999998,134.07,4.98,3.6799999999999997,0.0,2.96,397.78999999999996,120.41,5.56,1.3,26.729999999999997,1.23,0.0,0.65,0.07,0.43,0.36,3.61,0.0,1.9500000000000002,0.5700000000000001,0.07,0.0,0.0,0.0,0.36,0.22,0.0,0.0,0.07,0.0,0.6499999999999999,0.36,0.14,0.22,0.0,0.14,0.0,0.0,0.07,13.15,0.36,36.55,0.0,49.410000000000004,6.279999999999999,2.09,0.0,4.62,0.21000000000000002,167.87,0.0,1.59,8.38,0.0,76.13,3.9,0.0,40.089999999999996,23.26,3.03,1.44,0.0,516.34,426.82,1.59,0.14,0.29000000000000004,0.36,0.87,0.65,6.28,9.11,71.28999999999999,1151.06,14021.36,20403.66
